profit,cluster33_cluster4_0,cluster33_cluster4_1,cluster33_cluster4_2,cluster33_cluster7_0,cluster33_cluster7_1,cluster33_cluster7_2,cluster33_cluster12_0,cluster33_cluster12_1,cluster33_cluster12_2,cluster33_cluster15_0,cluster33_cluster15_1,cluster33_cluster15_2,cluster33_cluster37_0,cluster33_cluster37_1,cluster33_cluster37_2,cluster33_cluster38_0,cluster33_cluster38_1,cluster33_cluster38_2,cluster33_cluster44_0,cluster33_cluster44_1,cluster33_cluster44_2,cluster33_cluster49_0,cluster33_cluster49_1,cluster33_cluster49_2
2836.7044292549563,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,-0.0
2879.01965202511,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,3.0,-0.0,-0.0,0.0,-0.0
2864.264575344705,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,0.0
2843.1102383892235,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0
2860.982699301141,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,-0.0
2852.4714146365527,-0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,1.0
2844.78370556493,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
2872.0040760823995,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,3.0,-0.0,0.0,-0.0
2858.268244066563,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,2.0,1.0,-0.0,0.0,0.0
2872.639599620405,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,3.0,1.0,-0.0,0.0,-0.0
2860.81098848542,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0
2868.932374778656,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,0.0
2861.1675138486958,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,3.0,0.0,-0.0,0.0,-0.0
2865.559146702497,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,2.0,1.0,-0.0,-0.0,-0.0
