sample,index,param,time,LEO-score,Gurobi-score,History-score,satisfaction gap,LEO-CPU time,Gurobi-CPU time,LEO-satisfaction,Gurobi-satisfaction,obj_gap1,obj_gap2
insample,Proportion of idle vehicles,locality0.8,1721964450.2580717.txt,-1209.147329963488,-1164.147329963488,-1406.1473299634877,-0.03865523322872172,21.08576226234436,166.45072174072266,0.14010011383818047,0.1721026779128918,81.26,13.93
insample,Proportion of idle vehicles,locality0.8,1721964733.2515516.txt,-670.5965735911606,-722.5965735911606,-392.5965735911604,0.07196369528645795,6.749720096588135,124.19166731834412,-0.7081240640937184,-0.8405789250033348,101.37,11.59
insample,Scheduled vehicle response time,locality0.2,1721971905.8119159.txt,2826.7070088955456,2628.832238121757,2335.6727863104716,-0.07527069061213999,21.817062854766846,157.53004717826843,-0.2102315543288005,-0.12551338457837882,141.82,10.31
insample,Scheduled vehicle response time,locality0.2,1721972228.6636841.txt,102.20418436610353,145.3947373814853,0.0,0.2970367664298764,16.25300645828247,164.5244243144989,-10220.418436610353,-14539.47373814853,25.66,6.38
insample,Scheduled vehicle response time,locality0.2,1721972523.66667.txt,39.39731910550306,66.79812400332433,52.0032564480757,0.4101418099460153,19.63346242904663,164.10534191131592,0.24236008670514644,-0.28444416992076227,0.0,0.87
insample,Scheduled vehicle response time,locality0.2,1721972947.1825106.txt,43.36861696452209,160.13148655113537,0.0,0.7291231778926275,134.48486995697021,163.46369194984436,-4336.861696452209,-16013.148655113537,195.05,25.09
insample,Scheduled vehicle response time,locality0.2,1721973251.9959548.txt,35.173278194627514,84.07767722191537,47.27106246653445,0.5815881784702471,15.287901878356934,167.31708335876465,0.2558695520108025,-0.7784642060747397,18.37,2.16
insample,Service Level of vehicles,locality0.2,1721975542.286379.txt,1328.0,1347.0,848.0,-0.014105314734114817,9.359643459320068,182.20275783538818,0.5660310609544699,0.588436457117251,0.0,0.75
insample,Service Level of vehicles,locality0.2,1721975903.0743546.txt,185.0,185.0,0.0,0.0,19.447974681854248,183.1949155330658,18500.0,18500.0,164.93,4.01
insample,Service Level of vehicles,locality0.2,1721976242.0201733.txt,70.0,207.0,18.0,-0.6618037775952853,19.324886560440063,190.10931873321533,2.8872848417545804,10.494169905607995,189.4,5.44
insample,Service Level of vehicles,locality0.2,1721976572.8931055.txt,148.0,171.0,0.0,-0.13449505876849308,11.59752869606018,190.270898103714,14800.0,17100.0,0.0,0.91
insample,Service Level of vehicles,locality0.2,1721976919.5438132.txt,1291.0,1326.0,848.0,-0.026394974396874837,12.252039909362793,196.34841060638428,0.5223995000058962,0.563672598200493,0.0,0.23
insample,User satisfaction of vehicles,locality0.2,1721987797.4463193.txt,144.0,189.0,0.0,-0.23808264113009894,12.842713356018066,137.89718651771545,14400.0,18900.0,55.73,0.15
insample,User satisfaction of vehicles,locality0.2,1721988142.300941.txt,294.0,335.0,135.0,-0.12238440643562878,11.282573461532593,190.45895910263062,1.1776905414413747,1.481371750240723,0.0,1.63
insample,User satisfaction of vehicles,locality0.2,1721988467.7325423.txt,373.0,395.0,168.0,-0.055694792536897804,12.819109678268433,192.62661004066467,1.2201654663412893,1.3511100529730373,0.0,0.87
insample,User satisfaction of vehicles,locality0.2,1721988823.3067596.txt,504.0,563.0,303.0,-0.10479387577485302,10.894515037536621,193.6350224018097,0.6633444440777533,0.8580574898518201,0.0,2.34
insample,User satisfaction of vehicles,locality0.2,1721989790.3495357.txt,95.0,182.0,0.0,-0.47799571452118017,11.1885826587677,184.56021738052368,9500.0,18200.0,55.73,3.46
outsample,Average passenger capacity of vehicles,max0.2,1721985275.126255.txt,101.50119146826101,93.72404238580566,186.0,0.08297037964547511,121.2561092376709,222.22509288787842,-0.4542702463939519,-0.4960806279995395,64.47,0.68
outsample,Average passenger capacity of vehicles,max0.2,1721985581.78099.txt,190.0,189.0,0.0,0.0052907253584466435,59.4620840549469,162.51872777938843,19000.0,18900.0,110.66,9.77
outsample,Average passenger capacity of vehicles,max0.2,1721986075.174674.txt,291.0860635787358,371.7239406502549,168.0,-0.21692363342035298,162.39520120620728,240.44229793548584,0.7326115325203011,1.2125703270653825,92.22,3.66
outsample,Average passenger capacity of vehicles,max0.2,1721986394.313211.txt,137.0,167.0,0.0,-0.17962996227770794,90.40576982498169,154.4849729537964,13700.0,16700.0,0.0,1.2
outsample,Average passenger capacity of vehicles,max0.2,1721986943.557416.txt,228.0,276.00085373080225,135.0,-0.17390929770326438,211.62788820266724,250.41992115974426,0.6888378638619362,1.0443734073831736,61.09,3.84
outsample,Average travel price of vehicles,max0.2,1721977509.9700701.txt,10482.156140565821,30516.78095316886,549.0,0.656511519948091,60.491398096084595,214.27673292160034,-18.09285102378066,-54.58512769014929,79.46,3.72
outsample,Average travel price of vehicles,max0.2,1721998962.7643719.txt,384.9891192912903,20362.294847965208,549.0,0.981092556949428,330.38748002052307,225.0123851299286,0.2987393320863185,-36.08913289004792,55.73,7.95
outsample,Average travel price of vehicles,max0.2,1721999339.5371819.txt,50477.23036313057,50548.28127455712,549.0,0.0014056046136284351,71.77205419540405,227.3074598312378,-90.94229679446744,-91.07171321935324,8387.58,0.14
outsample,Average travel price of vehicles,max0.2,1721999817.8782022.txt,30551.751163244247,50540.66613650322,549.0,0.3955015346306753,106.4896080493927,272.74584197998047,-54.64882454462441,-91.05784254658971,242.51,39.61
outsample,Average travel price of vehicles,max0.2,1722006087.475295.txt,390.64112329473323,20325.4964403149,549.0,0.980780251432265,103.28224492073059,229.8732030391693,0.2884444303478384,-36.0221060460008,10203.5,114.18
outsample,Average waiting time of vehicles,max0.2,1721980438.7452521.txt,3167.7623373386,2775.5965501252085,2920.132671776836,-0.14129012168374538,113.3959321975708,225.04132986068726,-0.08480053661593433,0.04949625340178356,170.45,17.6
outsample,Average waiting time of vehicles,max0.2,1721980831.288648.txt,87.54514318631367,42.69129912757877,0.0,-1.0504093546363766,89.6043860912323,224.76194214820862,-8754.514318631367,-4269.129912757877,314.01,12.42
outsample,Average waiting time of vehicles,max0.2,1721981226.5080519.txt,342.3703130326847,184.2712572069669,326.2410740195438,-0.8579226027753664,95.08684206008911,224.08396697044373,-0.049438117749076485,0.4351550940919579,70.69,29.25
outsample,Average waiting time of vehicles,max0.2,1721981673.187155.txt,97.23733727782128,54.69719328944021,0.0,-0.7775969014406071,147.3275661468506,223.39946818351746,-9723.733727782128,-5469.71932894402,240.72,10.49
outsample,Average waiting time of vehicles,max0.2,1721982098.9293718.txt,214.25139219197118,168.10150399739894,584.4598854663649,-0.27451951292569654,87.9194540977478,250.6676218509674,0.6334090129878873,0.712369262852169,31.13,0.77
outsample,Complaint rate of vehicles,max0.2,1721972072.7719748.txt,14.0,20.91393642129499,0.0,-0.33043191692450596,111.96499609947205,222.18901014328003,1400.0,2091.3936421294993,234.41,15.19
outsample,Complaint rate of vehicles,max0.2,1721972652.285012.txt,22.0,28.00266503172118,18.0,-0.2142839685165206,138.66011810302734,333.51911664009094,0.22209883398112157,0.555395060062253,0.0,0.0
outsample,Complaint rate of vehicles,max0.2,1721973046.844921.txt,3.0,5.0,0.0,-0.3992015968063872,109.50078678131104,213.64953303337097,300.0,500.0,0.0,0.96
outsample,Complaint rate of vehicles,max0.2,1721974027.039948.txt,62.0,27.086063578713947,168.0,1.2885243024272222,155.20093894004822,234.13822412490845,-0.6309148264984228,-0.8387235070608062,299.62,8.25
outsample,Complaint rate of vehicles,max0.2,1721974411.1460721.txt,27.0,37.91393642129499,0.0,-0.2877849045007526,79.45949172973633,224.05251097679138,2700.0,3791.393642129499,18.37,1.48
outsample,Demand satisfaction rate,max0.2,1721991289.656855.txt,145.0,179.0,0.0,-0.1899335232668566,94.05917382240295,157.8102548122406,14500.0,17900.0,0.0,1.35
outsample,Demand satisfaction rate,max0.2,1721991626.510616.txt,12.0,208.0,12.0,-0.9422623912311908,94.93309593200684,161.14422416687012,0.0,16.319733555370526,139.29,7.78
outsample,Demand satisfaction rate,max0.2,1721991970.142166.txt,130.0,171.0,0.0,-0.23975206128296592,90.06812620162964,164.15201091766357,13000.0,17100.0,0.0,1.68
outsample,Demand satisfaction rate,max0.2,1721994717.936342.txt,16.0,22.0,0.0,-0.27260336210813263,90.98677015304565,226.88518691062927,1600.0,2200.0,129.73,19.39
outsample,Demand satisfaction rate,max0.2,1721995049.907739.txt,209.0,209.0,12.0,0.0,89.43729996681213,164.97852492332458,16.4029975020816,16.4029975020816,55.73,2.58
outsample,Future service Level of vehicles in demand areas,max0.2,1721966647.531778.txt,728.9999999999973,729.0,530.0,-3.742725209968018e-15,469.2611520290375,156.21466398239136,0.37546461387520474,0.3754646138752099,164.93,2.99
outsample,Future service Level of vehicles in demand areas,max0.2,1721966890.018815.txt,589.0,513.0,536.0,0.14814526032630942,50.724905252456665,123.72535800933838,0.09887875226208466,-0.042909647208074476,7.29,10000000.0
outsample,Future service Level of vehicles in demand areas,max0.2,1721967154.770925.txt,14.0,66.0,0.0,-0.7877594303893349,58.807401180267334,124.01590323448181,1400.0,6600.0,31.13,0.0
outsample,Future service Level of vehicles in demand areas,max0.2,1721967580.511507.txt,4.0,9.0,0.0,-0.5549389567147613,147.42313599586487,200.3462417125702,400.0,900.0,55.73,16.99
outsample,Future service Level of vehicles in demand areas,max0.2,1721967831.316569.txt,477.0000000000057,580.0,612.0,-0.17758314511817783,42.88662672042847,124.92647910118103,-0.22058463097007291,-0.05228672734105652,0.0,0.0
outsample,Idle vehicles cost,max0.2,1721961860.08305.txt,-247.63559989712832,-268.5495363184233,-232.63559989712832,0.07788028797553326,247.06205582618713,231.09846186637878,-0.06448129529438419,-0.15438514263768405,207.81,25.48
outsample,Idle vehicles cost,max0.2,1721962448.085334.txt,-1661.6282423359169,-1654.350982345567,-2095.264918766842,-0.004398887573970386,250.77171730995178,249.98142099380493,0.20696129742825817,0.21043450726309434,0.0,0.0
outsample,Idle vehicles cost,max0.2,1721962923.4969192.txt,-232.1360304690861,-245.13603046907883,-218.1360304690861,0.05303394329486601,163.62007999420166,227.26747703552246,-0.06418307787425742,-0.12378165018603451,41.6,15.93
outsample,Idle vehicles cost,max0.2,1721963140.7529678.txt,-2328.058249831705,-2272.0582498317053,-2122.058249831705,-0.02464736389473576,36.911834955215454,101.52338886260986,-0.0970760207814961,-0.07068642289914787,99.63,1.96
outsample,Idle vehicles cost,max0.2,1721963619.554019.txt,-260.29918337643335,-355.2991833764334,-188.29918337643335,0.26738781940160095,205.05501985549927,197.16467809677124,-0.3823905266828602,-0.8869335827227455,68.5,86.4
outsample,Number of high-powered taxis in demand areas,max0.2,1721963974.4835231.txt,61.0,71.0,29.0,-0.14082523588227008,72.92663192749023,157.1695840358734,1.1030679076180627,1.4477766287487073,0.0,1.79
outsample,Number of high-powered taxis in demand areas,max0.2,1721964251.231379.txt,248.0,346.0,248.0,-0.2832288084159417,43.5006308555603,160.1405577659607,0.0,0.3951453570420548,9590.06,17.53
outsample,Number of high-powered taxis in demand areas,max0.2,1721964962.309414.txt,39.0,39.0,0.0,0.0,468.7047770023346,171.06685376167297,3900.0,3900.0,195.05,2.68
outsample,Number of high-powered taxis in demand areas,max0.2,1721965340.8825788.txt,16.0,34.0,0.0,-0.5292561011467216,146.1607608795166,160.35909986495972,1600.0,3400.0,139.32,3.22
outsample,Number of high-powered taxis in demand areas,max0.2,1721965943.755747.txt,33.0,41.0,0.0,-0.1950743721043648,366.59167194366455,160.8233778476715,3300.0,4100.0,139.32,1.43
outsample,Number of pre-allocated vehicles,max0.2,1721982568.068861.txt,18.362021192901885,23.0913936421166,59.0,-0.2047223869902162,133.8397240638733,222.5920832157135,-0.688662579344147,-0.60851730821697,0.0,0.0
outsample,Number of pre-allocated vehicles,max0.2,1721982904.3084102.txt,160.0,160.0,66.0,0.0,92.52527093887329,167.4849350452423,1.4240266626268745,1.4240266626268745,31.13,6.42
