sample,index,param,time,LEO-score,Gurobi-score,History-score,satisfaction gap,LEO-CPU time,Gurobi-CPU time,LEO-satisfaction,Gurobi-satisfaction,obj_gap1,obj_gap2
outsample,Number of pre-allocated vehicles,max0.2,1721983337.926594.txt,207.0,141.81087768814874,324.0,0.45965815029854945,113.82312393188477,224.33515691757202,-0.36109996605043054,-0.5622947511245062,212.24,17.78
outsample,Number of pre-allocated vehicles,max0.2,1721983781.129827.txt,14.362021192904649,10.362021192904649,66.0,0.3856528949956584,140.59307408332825,224.88562488555908,-0.7822750917602689,-0.8428719710209869,217.28,10.14
outsample,Number of pre-allocated vehicles,max0.2,1721984281.318926.txt,1.0,5.0,6.0,-0.7984031936127745,149.0767800807953,223.4547040462494,-0.831946755407654,-0.1663893510815308,424.73,17.19
outsample,Number of users covered by vehicles,max0.2,1721987320.512073.txt,570.0,570.0,303.0,0.0,94.78412795066833,163.4701738357544,0.881159037655523,0.881159037655523,227.96,7.9
outsample,Number of users covered by vehicles,max0.2,1721987630.203573.txt,354.0,357.6376572947443,135.0,-0.010171064231930512,59.004723072052,165.87997269630432,1.6221020665135917,1.6490456802810483,0.0,4.84
outsample,Number of users covered by vehicles,max0.2,1721987930.95523.txt,199.0,199.0,18.0,0.0,59.18067979812622,167.24957394599915,10.049972237645752,10.049972237645752,29.28,7.5
outsample,Number of users covered by vehicles,max0.2,1721988433.3011541.txt,193.72404238582385,201.0,0.0,-0.036196993254943285,252.66232204437256,170.398206949234,19372.404238582385,20100.0,220.66,3.46
outsample,Number of users covered by vehicles,max0.2,1721988770.325511.txt,391.0,394.6376572947443,135.0,-0.009217481030243429,103.11482095718384,151.59121704101562,1.8961558403081256,1.9230994540755821,269.81,8.09
outsample,Order completion rate of vehicles,max0.2,1721978441.952829.txt,211.0,214.63765729474432,18.0,-0.016947109232826385,111.63325214385986,165.42746710777283,10.716268739589117,10.918248600485525,221.41,7.8
outsample,Order completion rate of vehicles,max0.2,1721978750.970431.txt,354.0,354.0,147.0,0.0,44.37275791168213,160.7347559928894,1.4080674784028298,1.4080674784028298,0.0,2.94
outsample,Order completion rate of vehicles,max0.2,1721979092.7114692.txt,146.0,222.0,18.0,-0.34232692221071126,94.10230803489685,165.22128224372864,7.10716268739589,11.3270405330372,12.76,3.26
outsample,Order completion rate of vehicles,max0.2,1721979477.730013.txt,208.0,226.0,0.0,-0.07964249369496926,118.31430888175964,178.11144495010376,20800.0,22600.0,0.0,0.06
outsample,Order completion rate of vehicles,max0.2,1721980012.170385.txt,19.999999999989086,12.724042385816574,0.0,0.5713784667684644,164.94556498527527,274.45186400413513,1999.9999999989086,1272.4042385816574,0.0,0.0
outsample,Proportion of idle vehicles,max0.2,1721959502.945004.txt,-1200.800324696814,-1204.438699951318,-992.4386999513182,0.003020830751252595,128.53347516059875,163.58738780021667,-0.20995122849199802,-0.21361736113677401,126.56,2.92
outsample,Proportion of idle vehicles,max0.2,1721959906.872875.txt,-1204.438699951318,-1204.438699951318,-992.4386999513182,0.0,156.42524218559265,165.50386595726013,-0.21361736113677401,-0.21361736113677401,126.56,42.69
outsample,Proportion of idle vehicles,max0.2,1721960522.931496.txt,-136.3727195126587,-153.3727195126587,-81.3727195126587,0.11084832124796015,97.32659578323364,223.6935670375824,-0.6759852710115338,-0.8849261729605533,0.0,6.04
outsample,Proportion of idle vehicles,max0.2,1721960915.7167518.txt,-171.068670180052,-196.068670180052,-107.06867018005201,0.12751285101057278,146.53416895866394,162.58687019348145,-0.5978030540858051,-0.8313198720880728,55.73,2.46
outsample,Proportion of idle vehicles,max0.2,1721961288.382742.txt,-150.29433813862443,-166.2943381386244,-86.29433813862443,0.0962207275748449,95.2224817276001,192.29576110839844,-0.7417336840108526,-0.9271671050135654,0.0,29.71
outsample,Scheduled vehicle response time,max0.2,1721969296.728626.txt,2625.319984741541,2568.9737876328504,2335.6727863104716,-0.02193326302016475,129.56392431259155,225.7457401752472,-0.12400964725548469,-0.09988556780474007,217.28,7.52
outsample,Scheduled vehicle response time,max0.2,1721969700.94912.txt,2596.8494349806383,2627.5989293692764,2335.6727863104716,0.011702462282322643,117.76110911369324,206.57610487937927,-0.11182025667223876,-0.1249853553615223,18.37,0.99
outsample,Scheduled vehicle response time,max0.2,1721970151.5507462.txt,29.31599910766687,-40.44151850209801,52.0032564480757,1.7253251966320562,148.66394090652466,223.04948091506958,0.43618221372194393,1.7773310356458913,0.0,0.0
outsample,Scheduled vehicle response time,max0.2,1721970912.918817.txt,49.67524666986153,101.31795409447311,0.0,0.5096590362069533,322.0986738204956,225.88993287086487,-4967.524666986153,-10131.79540944731,165.91,5.63
outsample,Scheduled vehicle response time,max0.2,1721971545.86654.txt,758.1683479875112,98.79977380452254,584.4598854663649,-6.67311085528271,331.05328488349915,222.95355796813965,-0.2972068652990384,0.8309412062767281,139.32,117.53
outsample,Service Level of vehicles,max0.2,1721974766.570189.txt,193.0,193.0,0.0,0.0,83.51521682739258,162.019140958786,19300.0,19300.0,955.09,30.82
outsample,Service Level of vehicles,max0.2,1721975106.837666.txt,324.0,399.0,168.0,-0.18796521390441343,97.2602608203888,162.50330233573914,0.9285161597523958,1.3749181596333553,79.46,2.98
outsample,Service Level of vehicles,max0.2,1721975511.711785.txt,1241.0,1321.0,848.0,-0.06055972324206478,173.12549304962158,161.56654620170593,0.4634379311564722,0.5577764413155505,165.91,3.18
outsample,Service Level of vehicles,max0.2,1721975997.855525.txt,96.0,115.0,0.0,-0.1652030258238414,130.69860196113586,282.230721950531,9600.0,11500.0,0.0,0.0
outsample,Service Level of vehicles,max0.2,1721976492.570724.txt,22.424549698319204,10.039018836161025,12.0,1.2325114584907833,200.50961995124817,210.03731989860535,0.8679891505677939,-0.16327903112730846,55.73,39.58
outsample,User satisfaction of vehicles,max0.2,1721989267.007272.txt,5.0,-18.560798667371266,0.0,-1.2700692347447025,102.86681079864502,249.65961909294128,500.0,-1856.0798667371266,72.97,0.04
outsample,User satisfaction of vehicles,max0.2,1721989809.22493.txt,83.0,139.3109171996383,18.0,-0.4041813557611613,100.10409688949585,227.95756697654724,3.609106052193226,6.735753314805014,7.29,39.75
outsample,User satisfaction of vehicles,max0.2,1721990310.734999.txt,79.08606357872486,110.0,0.0,-0.2810102392625683,205.57783389091492,205.19871997833252,7908.606357872486,11000.0,55.73,32.81
outsample,User satisfaction of vehicles,max0.2,1721990956.444375.txt,1297.0,1318.0,848.0,-0.015933111281401506,395.21618914604187,168.09068703651428,0.5294748882678271,0.5542387471845851,139.32,0.83
outsample,User satisfaction of vehicles,max0.2,1722006989.532115.txt,80.0,126.0,0.0,-0.3650503928259662,101.5039370059967,289.2258529663086,8000.0,12600.0,74.37,19.76
